Group_Num	GROUP_NAME
730443	CONSUMER CELLULAR INC
730502	TARRANT COUNTY - PEBC
730503	PEBC DENTON COUNTY
730504	PARKER COUNTY - PEBC
730505	NORTH TX TOLLWAY AUTHORITY PEBC
730533	TARGA
730543	RAINBOW USA INC
730719	MCKEAN DEFENSE GROUP LLC
730727	ONE MAIN
730763	RITE AID CORPORATION
730772	JUNIPER RESIDNTIAL MANAGEMENT GROUP LLC TIERED BEN
730773	MUTUAL OF ENUMCLAW
730845	FLOORING SERVICES
730852	VERTAFORE
730992	FAIRWAY INDEPENDENT MORTGAGE CORPORATION
731004	UNION FOR REFORM JUDAISM
731011	GENESIS FINANCIAL SOLUTIONS
731025	CROHNS & COLITIS FOUNDATION
731039	THE GAMBRINUS COMPANY
731149	BROOKS SPORTS INC
731183	DICE HOLDINGS INC
731382	BOUCHARD TRANSPORTATION CO INC
731392	SMARTSOFT INTERNATIONAL INC
734169	CARLSON SALES INC
734257	GREATER NEW ORLEANS FAIR HOUSING
734308	WEST COAST SEAFOOD
734891	GENEROUS GIVING
735603	ALDRICH GOLDSTEIN PC
736905	ARTIST DESIGN GROUP
738148	THE COLLINS FOUNDATION
738951	GERLOCK TOWING
739498	ASTHMA ALLERGY CENTRE
739679	ONE OR TWO OPTOMETRIC
740294	MUSGRAVE, MCLACHLAN & PENN LLC
740833	PUBLIC ALLIES INC
741935	SMART START
741960	TNT CRANE AND BRICKING INC
742022	DOMO
742024	L'OCCITANE INC
742026	STAPLES
742039	THE ARTHRITIS FOUNDATION INC
742043	LUMBER LIQUIDATORS
742077	LUPIN PHARMACEUTICALS INC
742126	HCL GLOBAL SYSTEMS INC
742127	INDUSTRIAL PIPING SPECIALISTS
742133	SCHRODINGER INC
742149	LA DEPT OF WATER & POWER
742173	SKILLSOFT
742187	SABRE SYSTEMS INC
742196	PRINCIPAL FINANCIAL GROUP
742237	PRINTING SPECIALTIES AND PAPER PRODUCTS
742245	RIMKUS CONSULTING GROUP INC
742274	GRAND PEAKS PROPERTY MANAGEMENT INC
742334	THE AUSTIN DIAGNOSTIC CLINIC
742357	PARAMOUNT HEALTHCARE
742363	TAKUMI STAMPING
742372	NEWFIELD
742373	UNUM
742421	TOUCHSTONE GOLF LLC
742527	COCA-COLA
742562	RED ROBIN INTERNATIONAL INC
742575	QLIK TECH INC
742646	MCMASTER-CARR
742667	STANDARD AERO
742669	NORTHWESTERN MUTUAL
742673	ARROW ELECTRONICS INC
742701	SHARI'S MANAGEMENT CORPORATION
742702	SILVER PLAN
742717	GULF MANAGEMENT, INC.
742769	SHEET METAL WORKERS
742770	CITY OF ALLEN
742773	NIELSEN
742781	PERFORMANCE FOOD GROUP
742785	LAMAR CONSOLIDATED ISD
742821	QORVO
742829	ALTA MESA SERVICES LP
742836	CPS ENERGY
742846	BLACK & VEATCH
742848	OSI RESTAURANT PARTNERS LLC
742856	ACUSHNET COMPANY
742857	GATES CORPORATION
742878	ESRI
742915	BASS UNDERWRITERS INC
742971	SHELTER INSURANCE
742977	LIVERAMP HAS ENHANCED PLAN
743018	ABM
743020	TPG
743038	NATIONAL GENERAL INSURANCE
743050	EPLUS INC
743059	BAKER BOTTS LLP
743065	INSIGHT GLOBAL
743087	ACCUTRANS INCORPORATED
743170	CCC GROUP
743255	ACADENY MORTGAGE CORPORATION
743362	NATIONAL 4-H COUNCIL
743403	HOMESTREET BANK
743406	SPIRIT AEROSYSTEMS INC
743409	WORLDWIDE CLINICAL TRIALS INC
743426	CARDIAC SCIENCE CORPORATION
743597	WORKFRONT
743612	UNITUS COMMUNITY CREDIT UNION
743622	INTER-RAIL GROUP
743656	RYZE CLAIM SOLUTIONS LLC
743695	EXYTE AMERICAS HOLDING INC
743714	MILL CREEK RESIDENTIAL TRUST
743752	APEX LEARNING
743756	FCE
743787	COLLABORATIVE CARE SERVICES
743813	EMR (USA HOLDINGS) INC
743840	JACKSON IRON & METAL CO., INC
743905	BEYOND TRUST CORPORATION
744017	NTMWD
744080	HOWARD INDUSTRIES INC
744162	COFFEE & BAGEL BRANDS
744173	WALMART
744194	ANNETT HOLDINGS INCORPORATED
744207	KARCHER NORTH AMERICA INC
744240	STATE OF NEBRASKA
744260	AARP COMPLETE
744274	MEDICAL SOLUTIONS LLC
744317	KFM ENTERPRISES LLC
744323	AD TRANSPORT EXPRESS INC
744401	ANSCHUTZ ENTERTAINMENT GROUP
744407	MCGRAW-HILL EDUCATION
744432	AMERICAN AIRLINES
744453	BERRY APPLEMAN & LEIDEN LLP
744472	ETTAIN GROUP INC
744479	INTERFACE ENGINEERING INC
744513	OMAHA STEAKS
744564	RISE INC
744568	THE STRONACH GROUP
744575	NORTHWELL HEALTH
744580	NATIONAL VETERINARY ASSOCIATES
744618	PAPE-DAWSON ENGINEERS INC
744644	ABBVIE
744646	FARMERS GROUP INC
744692	WYNN RESORTS LIMITED
749855	NEW IMAGE COSMETIC DENTISTRY
751874	TARVER LAND DEVELOPMENT
751924	MARATHON OIL COMPANY
751992	ROCHE
752023	HMS GLOBAL MARITIME LLC
752083	WEC ENERGY GROUP
752103	SAN FRANCISCO HEALTH SERVICE SYSTEM
752142	HITACHI VANTARA
752160	OPEN TEXT INC
752164	TEXTRON INC
752173	WEEKS MARINE INC
752192	TRUE VALUE COMPANY
752195	CELESTICA LLC
752203	DARDEN RESTAURANTS INC
752233	THE ASSOCIATED PRESS
752237	RED LIGHT MANAGEMENT LLC
752244	BHP
752273	MAGIC MEMORIES USA
752277	THE NPD GROUP INC
752302	MALLINCKRODT
752305	SOUTHWESTERN ENERGY COMPANY
752312	CALERES
752319	CAROUSEL INDUSTRIES
752339	NATIONAL WILDLIFE FEDERATION
752347	WAGGENER EDSTROM
752372	FIRSTSERVICE RESIDENTIAL INC
752391	STEWART TITLE COMPANY
752408	NORTON ROSE FULBRIGHT
752420	ZOETIS
752429	3FORM LLC
752449	ANGMAR MEDICAL HOLDINGS
752490	DEXCOM INC
752495	DOLLAR TREE MANAGEMENT, INC
752497	CERIDIAN
752681	JEWELERS MUTUAL INSURANCE CO
752686	DEXTER
752687	SPIRIT AIRLINES
752710	FREESE AND NICHOLS INC
752713	PRICE WATERHOUSE COOPERS
752730	TRELLEBORG CORPORATION
752845	ALORICA
752854	WATCHGUARD TECHNOLOGIES INC
752874	LAFORCE INC
752885	ECHO 360 INC & AFFILIATES
752896	FRANKLIN COVEY
752913	MATRIX MEDICAL NETWORK
752917	CAR TOYS
752940	SIMS GROUP USA HOLDINGS CORP
752955	BANK UNITED
752977	INNOVATION VENTURES
752997	WIEDEN KENNEDY
753002	BACARDI USA CHOICE HMO
753098	CACHE CREEK CASINO RESORT
753099	KEYIMPACT SALES & SYSTEMS
753162	CWS CAPITAL PARTNERS, LLC
753195	TEXAN GMC BUICK
753223	GHIRARDELLI CHOCOLATE COMPANY
753266	YASKAWA AMERICA INC
753283	EMPYREAN BENEFIT SOLUTIONS
753288	AXWAY INC
753360	WIEDEN KENNEDY INC
753361	UASI
753372	CRANSTON PRINT WORKS COMPANY
753408	REMINGTON
753438	HHA SERVICES
753441	TUALATIN VALLEY WATER DISTRICT
753456	TELLEPSEN
753472	QUADGEN WIRELESS
753493	TRIPLE B CORPORATION
753571	MPG PIPELINE CONTRACTORS LLC
753678	IQOR
753754	AGENT CDHP2-HAS ELIGIBLE
753765	BT AMERICAS
753802	NEEL-SCHAFFER, INC.
753807	SENSIENT TECHNOLOGIES CORP
753820	INTEGRATED DEVICE TECHNOLOGY INC
753826	PEOPLES MORTGAGE COMPANY
753836	UNITED NATURAL FOODS INC
753849	COLE HAAN
753914	SAN ANTONIO WATER SYSTEM
753922	GK ENTERPRISES INC
753937	GBMO GBMW
753982	TDINDUSTRIES
754038	ERNEST PACKAGING SOLUTIONS
754109	NATIONAL WOMENS SOCCER LEAGUE LLC
754173	CARAHSOFT TECHNOLOGY CORP
754191	RICHARDS PACKAGING INC
754414	SOUTHEAST FOODS, LLC
754449	CHOICE PLUS PLAN
754489	AMBIT MANAGEMENT LLC
754938	JEA SENIOR LIVING HEALTH & WELFARE PLAN LLC
754943	TECH SYSTEMS INC
754954	FRONTIER DRILLING LLC
754984	GARTNER INC
755011	UNITED STATES POSTAL SERVICE
755037	JT INTERNATIONAL USA INC
755089	VINMAR TRADE SOLUTIONS
755093	BLUESTONE HOSPITALITY LLC
755117	HILLEL
755320	CHILDREN'S HOSPITAL COLORADO
755321	FOREVER 21
755331	NORFOLK SOUTHERN MEDCHOICE 5000 PLAN
755335	RALPH LAUREN
755368	ESSENDANT
755393	GEICO
755398	HUDSON PRODUCTION CORPORATION
755422	EXPEDITED LOGISTICS
755428	CREEKWOOD PROPERTY CORPORATION
755430	AMERICAN HOMES 4 RENT
755445	WEBSTER PARISH SHERRIFS OFFICE
755446	PNC
755450	THE WILLAMETTE VALLEY COMPANY
755478	UNITED HEALTHCARE
755494	ANADARKO
755501	FREEPORT MCMORAN INTERNATIONAL CASHLESS SERVICE
755510	INSTRUCTURE INC
755530	ANNET HOLDINGS, INC.
755560	GODADDY.COM LLC
755572	BABCOCK POWER INC
755588	ARAMARK
755616	PAYLESS SHOESOURCE INC
755623	NUMOTION
755624	AXA EQUITABLE
755636	METASWITCH NETWORKS
755673	JJ KELLER & ASSOCIATES INC
755718	WEST CORPORATION
755730	FRONTIER AIRLINES INC
755731	BLACK DIAMOND INC
755733	TAYLOR STATION SURGERY CENTER
755742	UHC ASO CUSTOM PLAN P9588
755753	LONG VIEW SYSTEMS
755754	SOLIGENT HOLDINGS
755766	MAUNE RAICHLE HARTLEY FRENCH & MUDD LLC
755776	AVENUE 5 RESIDENTIAL LLC
755782	SCS ENGINEERS
755795	DAWSON GEOPHYSCIAL COMPANY
755814	BLUEGREEN VACATIONS CORPORATION
755825	PACIFIC STATES MARINE FISHERIES COMMISSION
755830	NORTEK AIR SOLUTIONS
755837	ERGOTRON
755858	EVOLENT HEALTH LLC
755870	UHC CHOICE PLUS
755875	ARAMARK
755877	ONE GAS INCORPORATION
755890	BORDEN DAIRY COMPANY
755913	ROSETTA STONE LTD
755928	ETSY
755933	SKADDEN ARPS SLATE MEAGHER & FLOM LLP
755937	BARRACUDA NETWORKS
755948	CASCADE PACIFIC PORTLAND
755958	BANCORPSOUTH INC
755962	FIVE GUYS
757049	GRACE MACHINE SHOP
757232	EUROTECH INC
758020	SLONE PARTNERS
758080	ALCOHOL DRUG & TESTING
758426	THE CORVETTE IMAGE INC
758715	SAVVEE CONSULTING INC
759350	MAGNOLIA PEDIATRICS
76010137	CENTRAL PROCESSING CORP
76010138	MARATHON CHEESE CORPORATION
76010139	GREENHECK FAN CORPORATION
76010174	QBE THE AMERICAS
76010639	GENEX COOPERATIVE
76010695	BADGER MINING CORPORATION
76010720	LAWRENCE UNIVERSITY OF WISCONSIN
76010723	TIDI PRODUCTS LLC
76010737	VAN HOOF COMPANIES
76010738	GENUS
76020043	NICOR GAS
76020070	BROWN PAPER GOODS COMPANY
76020071	SMC CORPORATION OF AMERICA
76020074	PALMER COLLEGE OF CHIROPRACTIC
760202	LNS COURT REPORTING
76029000	INTERNATIONAL PAPER
76030038	ROYAL NEIGHBORS OF AMERICA
76030060	THE BOYD GROUP INC
76030079	SMITHFIELD FOODS INC
76040161	BMO FINANICAL CORP
76040188	FORM TECHNOLOGIES INC
76040222	GRAEF
76040226	ELLSWORTH CORPORATION
76040228	KOMATSU MINING CORP
76070038	INLAND TRUCK PARTS COMPANY
76070055	MGM RESORTS INTERNATIONAL
76070058	VAIL RESORTS
76070060	VAIL HEALTH
76070061	GARNEY CONSTRUCTION
76070062	GOLDEN NUGGET
76070085	WORLD WIDE TECHNOLOGY LLC
76070716	WELLSKY
76070734	HERCULES INDUSTRIES INC
76070740	TRANSWOOD, INC
76070749	HERZOG CONTRACTING CORP
760972	FOCUS POINT SOLUTIONS INC
76140069	SNF HOLDING COMPANY
76140078	JOHN HANCOCK EMPLOYEE WELFARE PLAN
76140085	MURATA ELECTRONICS INC
76140109	MILNER INC
76140112	AXCHEM USA INC
76140114	DUKE UNIVERISTY
76140139	VOLK ENTERPRISES SAFETY TODAY
76140143	SPECTRA ENERGY
76140156	HYCHEM INC
76150023	RAYTHEON COMPANY
76160023	CAPITAL SENIOR LIVING INC
76160036	PALO PINTO GENERAL HOSPITAL
76160041	FRANK KASMIR ASSOICATES INC
76160059	KINDRED HEALTH CARE
761847	SUE CHADWICK WALKER DMD
76240010	GENESCO INC
76410005	SUTTER HEALTH
76410008	PARKER UNIVERSITY
76410010	GOODALL-WITCHER HEALTHCARE HEALTHCARE
76410027	OUR LADY OF THE LAKE UNIVERSITY
76410032	CALUMET GP, LLC
76410042	CITY OF COPPELL
76410075	ALUCHEM INC
76410087	COLUMBIA SUSSEX MANAGEMENT LLC
76410115	NELSON TREE SERVICE, LLC
76410119	PLANES COMPANIES
76410126	STANDARD TEXTILE CO INC
76410127	STANLEY STEEMER
76410128	STERLING MEDICAL CORPORATION
76410131	THE CINCINNATI REDS
76410142	VUTEQ USA INC
76410159	SYNERTX REHABILITATION
76410161	SUNLAND CONSTRUCTION INC
76410169	BRUNO INDEPENDENT LIVING AIDS
76410183	BLESSEY MARINE SERCICES INC
76410188	LILE INTERNATIONAL COMPANIES
76410202	YUMI ICE CREAM COMPANY INC
76410245	SENTRY EQUIPMENT CORP
76410285	AMERICAN ORTHODONTICS CORPORATION
76410311	DEBOER TRANSPORTATION INC
76410318	MILWAUKEE ELECTRONICS CORPORATION
76410322	LEMANS CORPORATION
76410325	GODWIN MANUFACTURING CO INC
76410329	SMURFIT KAPPA NORTH AMERICA LLC
76410335	CENTRAL FLORIDA INVESTMENTS INC
76410336	FONDREN ORTHOPEDIC GROUP LLP
76410379	SOLOMON PAGE GROUP LLC
76410381	HEYL MANAGEMENT INC
76410382	PBC FIREFIGHTERS EMPLOYEE BENEFIT FUND
76410383	PATTERSON & DELWAR ENGINEERS INC
76410384	PENTON LEARNING SYSTEMS LLC
76410388	MULLER MARTINI CORP
76410425	MISSOURI CONSOLIDATED HEALTH CARE PLAN
76410428	CKS PACKAGING INC
76410451	WORKING AMERICA
76410472	UNITED NOTIONS INC
76410473	COMMUNITY HOSPITAL CORPORATION
76410505	JOHN Q HAMMONS HOTELS MANAGEMENT LLC
76410510	MIDLAND MEMORIAL HOSPITAL
76410514	ENOVATION CONTROLS LLC
76410531	ARMSTRONG INTERNATIONAL INC
76410534	SEMMANAGEMENT LLC
76410536	FLORIDA SCHOOLS HEALTH INS PROGRAM
76410546	CARRIZO OIL & GAS INC
76410554	CPR HEARTPLACE
76410569	YOUNG LIFE BENEFIT PLAN
76410571	OAKBEND MEDICAL CENTER HOSPITAL EES
76410580	RAYMOND MANAGEMENT COMPANY
76410581	KAWASAKI MOTORS MANUFACTURING CORP USA
76410584	MCKIM & CREED INC & CREED INK
76410595	ASARCO
76410604	PROTRANS INTERNATIONAL INC
76410607	VIATECH PUBLISHING SOLUTIONS INC
76410611	FUGATE ENTERPRISES
76410614	RADIOLOGY ASSOCIATES OF NORTH TEXAS
76410616	CALIFORNIA CAPITAL INSURANCE CO
76410625	ROGERS MEMORIAL HOSPITAL INC
76410629	RL FORTNEY MANAGEMENT INC
76410631	FREEDOM MORTGAGAE CORPORATION
76410634	CLAREWOOD HOUSE INC
76410644	KUMON NORTH AMERICA INC
76410647	MESA AIR GROUP
76410648	SICPA SECURINK CORPORATION
76410649	UNITED REGIONAL HEALTH CARE
76410668	EVANS FOOD GROUP LTD
76410683	NEWMAR CORPORATION
76410690	AUSTIN COUNTY
76410692	EATON CORPORATION
76410694	DIXIE CHEMICAL COMPANY INC
76410710	REHAB PRO LP
76410713	MIDFLORDIA CREDIT UNION
76410730	DEACON CONSTRUCTION LLC
76410741	TORWEST INC
76410745	WILLIAMS BROTHERS TRUCKING INC
76410748	ZOGG BENEFITS INC
76410749	MACKAY COMMUNICATIONS INC
76410750	MARTIN PREFERRED FOODS
76410761	PARKLAND HEALTH AND HOSPITAL SYSTEM
76410762	DEL MONTE FRESH PRODUCE
76410772	ALSTON & BIRD LLP
76410773	OAK CLIFF BIBLE FELLOWSHIP
76410775	UTEX INDUSTRIES, INC
76410776	WS PACKAGING GROUP INC
76410777	TRANSCOM WORLDWIDE US INC
76410787	FLEXSOL PACKAGING CORP
76410795	LAIRD TECHNOLOGIES INC
76410798	MAVERICK CAPITAL LTD
76410809	BAPTIST HOSPITALS OF SOUTHEAST TEXAS
76410821	COVENANT MANAGEMENT SYSTEMS LP
76410823	TRUE WORLD HOLDINGS LLC
76410833	LAYTON CONSTRUCTION COMPANY LLC
76410840	CALFRAC WELL SERVICES
76410842	ATCO RUBBER PRODUCTS INC
76410844	UNIVERSAL ENSCO, INC
76410850	COUNTY PURE FOODS INC
76410856	ONETOUCHPOINT HOLDINGS LLC
76410857	ARANDELL HOLDINGS INC
76410858	CORNERSTONE HEALTH SERVICES INC
76410864	EVERGREEN SHIPPING AGENCY AMERICA
76410872	PDX, INC & AFFILIATES
76410874	ELECTRONIC THEATRE CONTROLS INC
76410879	REPUBLIC TITLE OF TEXAS INC
76410880	NATIONAL CARGO BUREAU
76410884	NATIONAL RESTAURANT ASSOCIATION
76410889	ASM AMERICA INC
76410890	EVO MERCHANT SERVICES LLC
76410892	CONVOY SERVICING COMPANY
76410896	CASE & ASSOCIATES PROPERTIES INC
76410897	CLEVELAND CLINIC FLORIDA
76410900	LABARGE COATING LLC
76410926	FOREST RIVER INC
76410933	HOLDER CONTRUCTION COMPANY
76410937	BRADLEY DIXIE COMPANIES
76410944	HIS COMPANY INC DBA HISCO
76410946	CLEARY BUILDING CORP
76410954	ABB OPTICAL GROUP LLC
76410968	ALLIANCE BANK
76410987	MATERIALS PROCESSING INC
76411008	ENVOY MORTGAGE LTD
76411009	MEDICAL TRANSPORTATION MANAGEMENT INC
76411010	FAITH TECHNOLOGIES INC
76411011	SHIPCO TRANSPORT INC
76411013	REGAL BELOIT CORPORATION
76411014	AFFILIATED FOODS INC
76411024	CITY OF GRAPEVINE
76411036	POLYCHEM CORPORATION
76411042	WINDSTREAM SERVICES, LLC
76411049	HYDRITE CHEMICAL CO
76411052	CHURCH S CHICKEN
76411055	PLASKOLITE, LLC
76411057	WEYCO GROUP INC
76411061	PATAGONIA WORKS
76411065	THE WINE GROUP, INC
76411070	ALL ERECTION & CRANE RENTAL CORP
76411081	MVM INC
76411083	MARTEN TRANSPORT LTD
76411088	WIGINTON CORPORATION
76411094	MISSISSIPPI LIME COMPANY
76411097	GENOVA DIAGNOSTICS INC
76411099	PACON CORPORATION
76411129	HULCHER SERVICES INC
76411134	HERITAGE ENCON GROUP INC
76411150	MUSTANG CAT
76411151	CORE MOLDING TECHNOLOGIES
76411167	FISCHBACH USA, INC.
76411171	VIVINT INC
76411182	RUDOLPH FOODS COMPANY INC
76411188	VINSON PROCESS CONTROLS COMPANY, LP
76411195	CLEVELAND CLINIC HEALTH SYSTEMS
76411205	JINNY BEAUTY SUPPLY, INC.
76411216	KENYON COLLEGE
76411223	THE TECH AIR COMPANIES
76411237	OGLETHORPE INC
76411238	CAMCO MANUFACTURING INC
76411243	THE TOWNSEND CORP
76411244	YOUNGWILLIAMS, P.C.
76411245	CLAYCO INC
76411247	RECORD STEEL & CONSTRUCTION INC
76411253	CHOCTAW NATION OF OKLAHOMA
76411259	U.S. VENTURE, INC.
76411266	DSW INC
76411274	ULTRA RESOURCES, INC.
76411281	UNION HOME MORTGAGE CORP
76411282	DRAPER INC
76411292	EXTRA PINE MANAGEMENT INC
76411294	BIOMERIEUX INC
76411299	ELWOOD STAFFING SERVICES INC
76411304	DAV
76411305	ONTARIO SYSTEMS LLC
76411308	WATSON CLINIC, LLP
76411309	UNIVERSITY OF ARKANSAS SYSTEM
76411315	CHENMED LLC
76411320	SIMPSON PERFORMANCE PRODUCTS, INC.
76411331	KIA MOTORS AMERICA INC
76411332	WORKIVA INC
76411334	PHARMACA INTEGRATIVE PHARMACY INC
76411338	GLACIER FISH COMPANY LLC
76411339	INTEGRATED FINANCIAL SETTLEMENTS
76411348	INFO GROUP INC
76411350	WORLD SHIPPING, INC.
76411365	PCL CONSTRUCTION ENTERPRISES
76411366	TOYO INK INTERNATIONAL CORP.
76411370	ZEECO, INC.
76411371	ASTRIA HEALTH
76411376	DUKE MANUFACTURING COMPANY
76411377	A PLACE FOR MOM INC
76411398	GOLDEN BANK, N.A.
76411401	TITUS COUNTY
76411406	NATIONAL RURAL ELECTRIC CO-OP ASSOC   (THIS IS A U
76411414	PEDCOR MANAGEMENT CORPORATION
76411415	VENTURE MECHANICAL, INC.
76411417	DICKINSON FLEET SERVICES LLC
76411419	HERITAGE PLASTICS, INC.
76411430	FAMILY HEALTH CENTERS OF SW FL INC
76411434	MAY TRUCKING COMPANY
76411444	ELECTRICOM, INC.
76411449	COMPASS ROSE HEALTH PLAN
76411450	PACECOM HOLDINGS, INC. & AFFILIATES
76411453	LABCON, INC.
76411469	LAKEVIEW CONSTRUCTION INC
76411472	MORROW EQUIPMENT COMPANY LLC
76411474	SABRE INDUSTRIES, INC
76411475	NORTH CYPRESS MEDICAL CENTER OPERATING
76411476	AMERICAN MERCHANDISING SPECIALISTS INC
76411477	UNITED HERITAGE CREDIT UNION
76411481	SHAMROCK TRADING CORPORATION
76411484	FAMILY HEALTHCARE ASSOCIATES, P.A.
76411490	AVO MULTI-AMP CORPORATION DBA MEGGER
76411509	CENTRAL FLORIDA HEALTH CARE, INC.
76411519	SENIOR CARE GROUP, INC.
76411521	THE SCOTT FETZER COMPANY
76411528	EPES TRANSPORT SYSTEM, LLC
76411539	VILLAGE OF OBETZ (COHCC
76411555	ST PETERSBURG KENNEL CLUB, INC.
76411559	TOSCA
76411560	SOUTHERN FARM BUREAU LIFE INSURANCE CO
76411567	DUBOIS CHEMICALS INC
76411584	ATRICURE INC
76411593	BUTLER WEIHMULLER KATZ CRAIG LLP
76411598	SANDESTIN INVESTMENTS LLC
76411600	BMWC CONSTRUCTORS INC
76411603	DYNAMIC AVIATION INC
76411609	CITRUS CARDIOLOGY CONSULTANTS, PA
76411615	ISCO INDUSTRIES, INC
76411617	KIOLBASSA PROVISION COMPANY
76411619	PRIESTS OF THE ARCHDIOCESE OF DUBUQUE
76411623	NATIONAL ASSOCIATION OF MANUFACTURERS
76411627	BUTLER SNOW LLP
76411628	ET INVESTMENTS, LLC
76411630	MAINLINE INFORMATION SYSTEMS INC
76411634	PROPATH HOLDINGS PLLC
76411638	UMR CANT LOCATE MEMBER IN SYSTEM
76411642	PEPIN DISTRIBUTING COMPANY
76411650	PRIVILEGE UNDERWRITERS, INC.
76411658	ARCIS GOLF
76411679	PRIMEPAY LLC
76411687	CHRISTIE LITES ENTERPRISE USA, LLC.
76411691	THE DALLAS GROUP OF AMERICA, INC.
76411692	SOLSTICE SLEEP PRODUCTS, INC.
76411693	SHELL FEDERAL CREDIT UNION
76411698	LAKELAND CHRISTIAN SCHOOL
76411701	DIRECT TRAVEL INC
76411712	EYEMART EXPRESS LLC
76411714	MARICOPA COUNTY SPECIAL HEALTH CARE DI
76411729	BETHESDA LUTHERAN COMMUNITIES INC
76411733	ST. NORBERT COLLEGE
76411744	SATISLOH NORTH AMERICA INC
76411747	HHS, LLC
76411757	BLAZER INDUSTRIES INC
76411760	ARIEL CORPORATION
76411764	WALTER P. MOORE AND ASSOCIATES INC.
76411802	TRIAD MANUFACTURING INC
76411817	THE MARCO DISPLAY COMPANY
76411819	CIRRUS HOLDINGS USA LLC
76411822	NAPLETON DEALERSHIP GROUP
76411823	SIGNATURE BRANDS, LLC.
76411828	TOLUNAY-WONG ENGINEERS INC
76411829	DIGNITY HEALTH
76411830	MID-COAST ELECTRIC SUPPLY, INC.
76411834	GUARDIAN PHARMACY, LLC
76411853	ALTA RESOURCES CORP.
76411854	MIAMI UNIVERSITY
76411857	WATERSTONE BANK SSB
76411914	REVOLUTION TECHNOLOGIES LLC
76411917	WAGO CORPORATION
76411920	ABBOTT LABORATORIES
76411923	DAVE CARTER & ASSOCIATES INC
76411925	REV GROUP INC
76411930	LAREDO PETROLEUM, INC
76411984	ADELMAN TRAVEL SYSTEMS INC
76411988	PHILLIPS MANUFACTURING CO.
76411999	BGCWA
76412013	IDN GLOBAL INC
76412015	THE HILLMAN GROUP INC
76412028	ALECTO HEALTHCARE SERVICES, LLC
76412031	JET SELECT AVIATION LLC
76412038	THE TRADITIONALBAKERY INC
76412067	WTC HEALTH PROGRAM
76412086	BELT SERVICE CORPORATION
76412091	PRISON FELLOWSHIP MINISTRIES
76412116	MARSHALL BROADCASTING GROUP, INC.
76412150	COLORADO EMPLOYER BENEFIT TRUST
76412205	COMCAST
76412259	PARKHILL SMITH & COPPER INC
76412260	BONAKEMI USA INC
76412263	ENTEK INTERNATIONAL LLC
76412266	ALIX PARTNERS LLP
76412326	THE MANAGEMENT TRUST
76412365	DL ROGERS CORPORATION
76412381	INNOMARK COMMUNICATIONS
76412389	VT SAN ANTONIO AEROSPACE, INC
76412401	CINCOM SYSTEM INC
76412404	CONGOLEUM CORPORATION
76412439	CB MANUFACTURING & SALES CO., INC.
76412446	SEXTON INDUSTRIAL, INC.
76412478	EMERUS HOLDINGS INC
76412480	NTSP HOLDING COMPANY LLC
76412483	COVENANT GROUP HOLDINGS LP
76412522	PGA TOUR INC
76412524	LENNOX INTERNATIONAL INC
76412537	ORYX OILFIELD HOLDINGS, LLC
76412545	SEATTLE POLICE PENSION FUND
76412551	CAESARS ENTERPRISE SERVICES LLC
76412552	WINSUPPLY INC
76412555	HAMILTON TOWNSHIP, OHIO
76412564	ASSOCIATED MATERIALS INC
76412567	CAMERON MEMORIAL COMMUNITY HOSPITAL
76412578	EL RIO HEALTH CENTER
76412605	AHS MANAGEMENT COMPANY, INC
76412610	DYNAMIC CONSTRUCTION
76412611	HMS HOLDINGS CORP
76412625	CALLON PETROLEUM OPERATING COMPANY
76412667	HEARTLAND EXPRESS INC
76412677	HEARTLAND FARMS INC
76412679	PRIEFERT MANUFACTURING
76412692	CITY OF MOLINE
76412693	LITTLE CREEK CASINO RESORT
76412718	NASCO HEALTHCARE INC
76412726	THE PARTNERS GROUP LTD
76412740	GENISYS CONTROLS LLC
76412748	CLOVER HEALTH LLC
76412774	LUVATA OHIO, INC.
76412804	GARDNER DENVER, INC.
76412885	HONDA HEALTH & WELFARE BENEFITS PLAN
76412891	SECURITY NATIONAL FINANCIAL CORP
76412901	CITY OF NORFOLK
76412929	TRAVEL CENTERS OF AMERICA
76412974	JCTH HOLDINGS, INC.
76413010	QUIK PRINT OF OAKLAHOMA CITY INC
76413011	MEAD AND HUNT INC
76413025	SEM HAVEN HEALTHCARE
76413032	CITY OF LONGVIEW
76413033	HICKORY SPRINGS MANUFACTURING COMPANY
76413045	DEAN FOODS COMPANY
76413046	Houston Methodist
76413061	THE HILL GROUP
76413068	KBP INVESTMENTS, INC.
76413069	SIGNODE INDUSTRIAL GROUP LLC
76413082	MID-COLUMBIA MEDICAL CENTER
76413089	TOTAL QUALITY LOGISTICS
76413096	CHEROKEE NATION BUSINESSES LLC
76413099	EPCON COMMUNITIES SERVICES LLC
76413107	SUPERIOR GROUP OF COMPANIES INC
76413113	AMER SPORTS WINTER & OUTDOOR COMPANY
76413119	BGE, INC
76413120	IBEW LU #22/NECA HEALTH & WELFARE PLAN
76413121	RANDALL REALTY CORP
76413127	NATIONS LENDING CORPORATION
76413140	PRO MACH, INC.
76413168	SYCAMORE TOWNSHIP
76413196	LASALLE MANAGEMENT COMPANY
76413218	ALLSUP'S CONVENIENCE STORES
76413348	TOWN/VILLAGE OF HARRISON
76413349	SCARSDALE UNION FREE SCHOOL DISTRICT
76413358	CITY OF WATERTOWN
76413365	COUNTY OF JEFFERSON, NEW YORK
